n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
1000000,UInt32,KernelForge,168.03199832793325,2.111221647646744,187.56099137014525,4.669442679472828
1000000,UInt32,CUDA,7871.408015489578,44.19320784509182,7908.454405464888,5.975862646873011
1000000,UInt32,AK,1493.424002546817,1.352213986683637,1600.1615548305808,17.972755767969478
1000000,UInt32,CUB,185.311,0.98,NaN,NaN
1000000,UInt64,KernelForge,774.1120352875441,11.149141966598108,791.5955274211913,0.885160366404516
1000000,UInt64,CUDA,9001.887869089842,2.8464755974709988,9036.129612487079,7.979527233455904
1000000,UInt64,AK,2163.232071325183,4.364641942083836,2189.1820490686296,13.215880342668568
1000000,UInt64,CUB,604.371,1.825,NaN,NaN
1000000,Float32,KernelForge,202.6559886871837,1.328406338870991,218.32648020252213,1.0763731191608468
1000000,Float32,CUDA,9360.495954751968,35.606144182384014,9408.380395761968,28.339194050053145
1000000,Float32,AK,2178.624039515853,6.404742691665888,2198.633572758019,3.1971245454485677
1000000,Float32,CUB,194.212,0.968,NaN,NaN
1000000,Float64,KernelForge,741.8080058414489,1.541855331743136,760.2055148919671,1.8317628367123602
1000000,Float64,CUDA,10269.855614751577,5.598367843776941,10289.151949729443,2.1188167610814173
1000000,Float64,AK,3639.39197268337,6.831921148113906,3657.073494587362,3.3641132269496645
1000000,Float64,CUB,622.422,6.418,NaN,NaN
10000000,UInt32,KernelForge,2938.496181741357,12.857122253626585,2962.3337091373205,3.7619364413598357
10000000,UInt32,CUDA,232459.6792459488,347.33768105506897,232516.45783202743,12.217739925926978
10000000,UInt32,AK,32421.600073575974,464.99108523130417,32484.666423419952,15.324179156559648
10000000,UInt32,CUB,2828.651,92.329,NaN,NaN
10000000,UInt64,KernelForge,9289.199952036142,12.311714608222246,9316.592688857792,9.8348840211395
10000000,UInt64,CUDA,262104.51126098633,5739.665704965591,262151.0479544067,4.685482694669464
10000000,UInt64,AK,41738.223284482956,737.0542265474796,41792.203246706005,12.510026443316653
10000000,UInt64,CUB,10351.59,681.0840000000001,NaN,NaN
10000000,Float32,KernelForge,3169.3601049482822,6.4285611268132925,3199.48197259897,11.615808246287894
10000000,Float32,CUDA,242966.99464321136,1857.5341701507568,243038.4506731644,19.894963526850653
10000000,Float32,AK,38664.84761238098,191.97796806693077,38726.73464946365,11.469368908751974
10000000,Float32,CUB,2863.1440000000002,33.141999999999996,NaN,NaN
10000000,Float64,KernelForge,9624.432306736708,56.95643713697791,9663.812304766177,8.863120531474024
10000000,Float64,CUDA,280805.0960302353,245.55771052837372,280863.9250348663,5.0038111170755055
10000000,Float64,AK,61546.480283141136,622.667745128274,61576.615055225375,3.3457732988935986
10000000,Float64,CUB,10387.171,708.702,NaN,NaN
100000000,UInt32,KernelForge,27649.887837469578,701.7794692888856,27696.383787249088,21.58534909480881
100000000,UInt32,CUDA,3.2774893045425415e6,2669.653058052063,3.2775544910983886e6,8.48839799192883
100000000,UInt32,AK,415073.9759206772,1359.2828840017319,415139.1332808838,6.5508947155907045
100000000,UInt32,CUB,34001.259,2423.2459999999996,NaN,NaN
100000000,UInt64,KernelForge,104100.39871931076,8108.723207563162,104168.64435736084,20.330028994307064
100000000,UInt64,CUDA,3.762347936630249e6,799.923849105835,3.762408658457947e6,5.644609847481222
100000000,UInt64,AK,551567.1968460083,5882.603931427002,551631.8465243988,10.057011188362667
100000000,UInt64,CUB,114439.568,3433.284,NaN,NaN
100000000,Float32,KernelForge,31029.103323817253,1163.9938082545996,31057.92302098465,5.903226888718435
100000000,Float32,CUDA,3.4155006408691406e6,2197.9348182678223,3.415552467722778e6,4.720842905742069
100000000,Float32,AK,502083.9273929596,89.29772973060608,502206.26128611754,88.38149364244778
100000000,Float32,CUB,34536.732,2199.234,NaN,NaN
100000000,Float64,KernelForge,96511.50181889534,126.6063742339611,96546.07523176575,4.010801025774479
100000000,Float64,CUDA,3.9142959117889404e6,5323.046064376831,3.9143572199984128e6,7.821779261049488
100000000,Float64,AK,783869.1473007202,90.04887342453003,783932.4923409271,9.263906064042589
100000000,Float64,CUB,111882.233,3283.6789999999996,NaN,NaN
