n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
1000000,Float32,CUDA,30.961599259171635,0.40564046386862174,37.89510014355089,0.09859252388412676
1000000,Float32,AK,43.5216017649509,0.2585659417673014,50.233603790018705,0.06300667421114975
1000000,Float32,KernelForge,12.260799849173054,0.5479696374095511,19.23829984679632,0.2097879626859775
1000000,Float32,CUB,9.273,0.219,NaN,NaN
1000000,Float64,CUDA,40.532799903303385,0.8183962537441403,47.310298417727466,0.06597833354016605
1000000,Float64,AK,82.17520080506802,1.929750629933551,88.91020020313374,0.07857353492326802
1000000,Float64,KernelForge,17.903999832924455,0.08539901435142383,25.104500379136763,0.18384628871785144
1000000,Float64,CUB,26.866,0.126,NaN,NaN
1000000,UnitFloat8→Float32,CUDA,33.427198650315404,0.526620423188433,40.34619877306093,0.14233003904487243
1000000,UnitFloat8→Float32,AK,42.39039990352467,0.3226125056971796,49.24739977127221,0.15938069164114554
1000000,UnitFloat8→Float32,KernelForge,38.91760134138167,7.513818782754242,45.99760146347154,0.14380987916067192
1000000,UnitFloat8→Float32,CUB,7.156,0.17,NaN,NaN
1000000,UInt8,CUDA,32.38880017306656,0.1162356894928962,39.33479843462352,0.0807988147438511
1000000,UInt8,AK,46.20640102075413,0.04981375444913283,53.0904000844229,0.07783775432712253
1000000,UInt8,KernelForge,14.165599714033306,0.08183919388102368,21.10809878081642,0.1742046843532215
1000000,UInt8,CUB,7.093,0.193,NaN,NaN
10000000,Float32,CUDA,262.36799312755466,2.3934938362799585,269.05198598957804,0.1460411174299643
10000000,Float32,AK,320.9695918485522,2.5999030144885182,328.1495826732963,0.20826767030785834
10000000,Float32,KernelForge,224.69440009444952,1.2192967627197504,238.88539143640173,4.758398427878327
10000000,Float32,CUB,226.271,0.491,NaN,NaN
10000000,Float64,CUDA,494.9023947119713,1.650997269898653,502.3263983759135,0.5515532893965961
10000000,Float64,AK,702.9952015727758,6.727430708706379,710.6392129942328,0.6486154231136398
10000000,Float64,KernelForge,446.49920891970396,0.9678224148228765,459.3442075104863,1.3921573845736543
10000000,Float64,CUB,449.822,1.9729999999999999,NaN,NaN
10000000,UnitFloat8→Float32,CUDA,77.69520161673427,0.3570090013090521,84.66720008428769,0.17420274023732857
10000000,UnitFloat8→Float32,AK,207.4984018690884,0.4566408251412213,215.04039812179656,0.1719873699047749
10000000,UnitFloat8→Float32,KernelForge,53.1672005308792,0.11030265537556261,60.16319967804476,0.1415869201794083
10000000,UnitFloat8→Float32,CUB,19.387999999999998,0.408,NaN,NaN
10000000,UInt8,CUDA,75.70559973828495,0.04032737226225436,82.73159854466095,0.11193868316077826
10000000,UInt8,AK,245.0944040901959,0.2704427973367274,251.73590879863502,0.11119399641681196
10000000,UInt8,KernelForge,16.25280056032352,0.052188046829542145,23.19180195289571,0.10526635605797072
10000000,UInt8,CUB,19.25,0.242,NaN,NaN
100000000,Float32,CUDA,2537.574339658022,3.750333432108164,2545.3769584947822,0.3847015612191352
100000000,Float32,AK,3139.9439089000225,26.017877776175737,3149.103955230713,1.6005469662431235
100000000,Float32,KernelForge,2193.2216361165047,2.216702364385128,2214.4600617402793,7.877760481907888
100000000,Float32,CUB,2192.1659999999997,1.118,NaN,NaN
100000000,Float64,CUDA,4470.571130514145,32.44167521595955,4478.6529235510825,0.7653740567690771
100000000,Float64,AK,6571.577116847038,53.99010993540287,6579.6281539782285,0.6759436741783718
100000000,Float64,KernelForge,4385.006986558437,3.6162598058581352,4415.494890596748,18.676341297715958
100000000,Float64,CUB,4452.544,29.761,NaN,NaN
100000000,UnitFloat8→Float32,CUDA,1428.554393351078,6.035936661064625,1436.6313745673299,0.24385157440684557
100000000,UnitFloat8→Float32,AK,2439.9863556027412,24.64552167803049,2447.819722655773,0.24455675172999858
100000000,UnitFloat8→Float32,KernelForge,662.9351992160082,20.85486950352788,670.7051923697293,0.3261995958042597
100000000,UnitFloat8→Float32,CUB,556.191,0.412,NaN,NaN
100000000,UInt8,CUDA,1394.5887796580791,8.461550865322351,1402.767316377312,0.38245259581921354
100000000,UInt8,AK,2741.576824337244,14.582819659262896,2749.7492316377165,0.2535727515799551
100000000,UInt8,KernelForge,554.7040374949574,0.6096483813598752,570.7350665284694,4.786631797468121
100000000,UInt8,CUB,556.817,0.57,NaN,NaN
1000000000,Float32,CUDA,22665.90967774391,320.38598254323006,22674.325069303515,0.7212918798087332
1000000000,Float32,AK,30408.281087875366,430.79858243465424,30417.664536600114,0.9464101538835253
1000000000,Float32,KernelForge,21862.544864416122,0.05412653088569641,21910.44976113081,12.705735730231517
1000000000,Float32,CUB,NaN,NaN,NaN,NaN
1000000000,Float64,CUDA,NaN,NaN,NaN,NaN
1000000000,Float64,AK,NaN,NaN,NaN,NaN
1000000000,Float64,KernelForge,NaN,NaN,NaN,NaN
1000000000,Float64,CUB,NaN,NaN,NaN,NaN
1000000000,UnitFloat8→Float32,CUDA,16077.560186386108,1038.3876702189445,16086.316307877063,0.7165987813708896
1000000000,UnitFloat8→Float32,AK,24683.819711208344,344.0127655863762,24692.429973624705,0.7515394953946269
1000000000,UnitFloat8→Float32,KernelForge,6301.813572645187,61.459018886089325,6310.211181186319,0.914145260601434
1000000000,UnitFloat8→Float32,CUB,NaN,NaN,NaN,NaN
1000000000,UInt8,CUDA,NaN,NaN,NaN,NaN
1000000000,UInt8,AK,NaN,NaN,NaN,NaN
1000000000,UInt8,KernelForge,NaN,NaN,NaN,NaN
1000000000,UInt8,CUB,NaN,NaN,NaN,NaN
