n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
1000000,UInt32,KernelForge,164.08100054832175,3.3202877020812593,175.22099932354317,1.4685135437597647
1000000,UInt32,Base,546.2239787448198,11.297403095522895,557.2684949960708,2.1060543904139304
1000000,UInt32,AK,386.64299063384533,2.1942517632851377,398.59747774921357,1.8599087640794791
1000000,UInt32,rocPRIM,191.779,1.655,198.352,1.851
1000000,UInt64,KernelForge,375.4225035663694,0.8606567163951695,388.61152037908136,3.349965556264903
1000000,UInt64,Base,810.2660067379475,22.03144842060283,824.7364990706146,1.4380727056427813
1000000,UInt64,AK,416.26299207564443,8.450819624704309,429.9580019464269,2.0089351673680023
1000000,UInt64,rocPRIM,253.02599999999998,2.091,259.556,2.2169999999999996
1000000,Float32,KernelForge,186.56100291991606,5.6939220550702885,198.93599719808995,1.6241936932117216
1000000,Float32,Base,620.9640123415738,14.410886802943423,633.890531551376,2.728691182059274
1000000,Float32,AK,450.1829971559346,10.052026872290298,460.7339971880242,2.704264626787563
1000000,Float32,rocPRIM,206.744,1.6019999999999999,213.292,1.915
1000000,Float64,KernelForge,375.7030062843114,5.663523345720023,386.2044974738136,3.284720259666394
1000000,Float64,Base,868.8459929544479,8.776963903801516,881.2579844965189,2.766550303212875
1000000,Float64,AK,477.0030063809827,2.6093915541423485,490.8539852579683,2.9652035124804623
1000000,Float64,rocPRIM,266.93699999999995,2.782,273.769,3.231
10000000,UInt32,KernelForge,503.8639937993139,7.561274425825104,514.3355042416603,2.245399581946368
10000000,UInt32,Base,4281.593952327967,67.1914603561163,4300.514288899303,3.854043560381503
10000000,UInt32,AK,3235.065843909979,11.208472307771444,3246.738807356596,2.9660234744134932
10000000,UInt32,rocPRIM,330.671,4.971,337.818,5.088
10000000,UInt64,KernelForge,1964.5360298454762,6.404742691665888,1977.0205716593862,1.8005867162062403
10000000,UInt64,Base,6328.211398795247,5.276991566643119,6347.395611992001,3.8696500140564853
10000000,UInt64,AK,3868.9514622092247,81.42521912232041,3883.7648873120543,2.097082619781881
10000000,UInt64,rocPRIM,1011.255,6.525,1018.3290000000001,6.718
10000000,Float32,KernelForge,517.0439835637808,3.914076543878764,529.3984911904633,1.9934141371457836
10000000,Float32,Base,4774.539032950997,41.77995161153376,4794.190048556805,2.1950021120367658
10000000,Float32,AK,3829.7909777611494,15.181663446128368,3842.108370134592,3.2478702396316432
10000000,Float32,rocPRIM,343.121,3.994,350.272,4.047000000000001
10000000,Float64,KernelForge,1989.476615563035,13.848176272585988,2001.260502294004,2.706518298898087
10000000,Float64,Base,6924.417102709413,16.27903743647039,6941.632946810365,2.7495848468753907
10000000,Float64,AK,4578.417167067528,43.558739963918924,4593.154225545644,4.210248856650711
10000000,Float64,rocPRIM,1023.6419999999999,5.702,1030.7079999999999,5.681
100000000,UInt32,KernelForge,4747.99401126802,22.083141328766942,4759.746478672385,0.48775236357204976
100000000,UInt32,Base,51186.418160796165,235.8563583344221,51209.706729052545,7.588924618712209
100000000,UInt32,AK,42499.76575374603,20.728252083063126,42513.498561306,3.07563963576243
100000000,UInt32,rocPRIM,3317.489,15.767,3324.986,15.831000000000001
100000000,UInt64,KernelForge,17909.60505604744,39.05118741095066,17921.363997440338,1.452500827368952
100000000,UInt64,Base,75210.02367138863,625.71926638484,75251.42953542329,1.506023073913253
100000000,UInt64,AK,50972.290337085724,44.22358497977257,50987.982282953264,3.9315666024608267
100000000,UInt64,rocPRIM,10534.807999999999,26.109,10542.673999999999,25.812
100000000,Float32,KernelForge,4895.859397947788,16.930419858545065,4908.466217156767,1.29088780336341
100000000,Float32,Base,57541.945949196815,53.79238240420818,57578.35690832043,11.764509123190926
100000000,Float32,AK,49256.3396692276,23.042437434196472,49271.859993716236,4.738188832193216
100000000,Float32,rocPRIM,3306.318,14.206,3313.729,14.247
100000000,Float64,KernelForge,18426.667898893356,2.1346841007471085,18437.700040762902,1.4966435415689436
100000000,Float64,Base,82381.68060779572,404.88854348659515,82426.70172005463,1.0422745981156258
100000000,Float64,AK,59217.11400151253,26.737401634454727,59233.63203762054,4.272731915559484
100000000,Float64,rocPRIM,10457.544,55.692,10465.277,55.445
