n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
100000,Float32,KernelForge,570.8863958716393,1.1884363554418087,583.7334042617231,0.6300984756761797
100000,Float32,AK,122.68799764569849,0.9014112671138719,134.46549619281478,0.6464166105065983
100000,Float32,KernelForge_radix,120.57600179105066,1.1623515012615826,132.4875029610712,0.48036603736636113
100000,Float64,KernelForge,529.2455898597836,0.2834393782541156,541.2285772726983,0.6545618794728727
100000,Float64,AK,133.32800153875723,0.6642193504376337,145.18850118452684,0.4180889352877713
100000,Float64,KernelForge_radix,271.29598311148584,1.8028225342277437,283.3694817254618,0.8732729745480315
100000,Float32_gt,KernelForge,538.0447721108794,0.16607317607849836,550.3858062242716,0.49888687230641904
100000,Float32_gt,AK,113.87200356693938,0.7828207024431322,125.69550499163009,0.4559032631028705
100000,KV_lt,KernelForge,514.0056135132909,2.4753567622974515,526.2405941587687,0.4536886464601799
100000,KV_lt,AK,118.57600111397915,0.7353672168392222,130.56750143821353,0.5960041970243343
1000000,Float32,KernelForge,632.055988535285,1.1718670092523098,644.3450006386488,0.4380917430033765
1000000,Float32,AK,660.8000257983804,0.1897707930766046,683.1350192897767,0.2683395614352689
1000000,Float32,KernelForge_radix,149.29600001778454,3.1075290986336768,161.466002876427,0.5537438245381892
1000000,Float64,KernelForge,1385.603193193674,0.24660710245370865,1409.9157282220722,0.3558124598259266
1000000,Float64,AK,740.0319736916572,2.040057600243017,762.8684962773771,0.8821429863962593
1000000,Float64,KernelForge_radix,302.4640027433634,1.4707452210132033,314.8615023689717,0.5930540483423145
1000000,Float32_gt,KernelForge,717.1280216425657,0.6049192138016224,729.375023922041,0.5582119447590401
1000000,Float32_gt,AK,528.831995325163,2.040057600243017,551.1944834176898,0.3165667094080159
1000000,KV_lt,KernelForge,1732.7808775007725,0.054540764540433884,1757.8624456515013,1.2684791969716511
1000000,KV_lt,AK,557.9839926213026,18.26563300564885,580.3519854502977,0.4558779254520152
10000000,Float32,KernelForge,2397.5376039743423,1.990254633128643,2410.2821175628305,0.3529059634287513
10000000,Float32,AK,7825.456093996763,1.8744072876870632,7860.229892045736,1.8224994627749707
10000000,Float32,KernelForge_radix,556.224025785923,0.948853965383023,579.1665598996431,0.4107328821036237
10000000,Float64,KernelForge,3011.539950966835,9.788617417216301,3035.1775277673005,0.49445613237017316
10000000,Float64,AK,8893.983904272318,1.2806723825633526,8927.601752120256,1.360934714730779
10000000,Float64,KernelForge_radix,1525.0560245476663,1.5655443188734353,1550.533999323994,0.7018946964989372
10000000,Float32_gt,KernelForge,2861.0631823539734,0.06765816360712051,2886.0446972439886,1.9317670885015739
10000000,Float32_gt,AK,6263.2320914417505,0.23714876733720303,6296.683063280821,0.8188801127415256
10000000,KV_lt,KernelForge,4168.7872260808945,0.8373042941093445,4193.800290220022,1.0528672653702895
10000000,KV_lt,AK,6684.384075924754,11.955818859860301,6718.28306700623,1.292833721164096
100000000,Float32,KernelForge,20003.940910100937,14.495968669652939,20040.233890631673,0.6087455387213122
100000000,Float32,AK,95282.1783721447,7.207665592432022,95316.69461932182,2.1070808941299575
100000000,Float32,KernelForge_radix,4060.1601358503103,18.787222215905786,4094.2518269098996,1.8693935284858871
100000000,Float64,KernelForge,30645.811557769775,52.08518743515015,30681.569040925027,0.9190577408929955
100000000,Float64,AK,107790.16092419624,15.437107533216476,107824.92603117751,2.4831387186996157
100000000,Float64,KernelForge_radix,12399.999424815178,8.302623219788074,12434.634599132776,1.544840367040478
100000000,Float32_gt,KernelForge,25023.579597473145,129.15694892406464,25059.398885873317,1.0975349155430565
100000000,Float32_gt,AK,75268.51445436478,3.556886315345764,75302.19327557755,3.583074059006259
100000000,KV_lt,KernelForge,40088.57309818268,4.97964084148407,40123.70704668712,1.0687717323858392
100000000,KV_lt,AK,79374.0302324295,10.747982561588287,79409.23100249862,2.1040012403349655
