n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
100000,Int32,KernelForge,104.93440204299986,1.480220815865323,119.95089457923173,9.107599254055568
100000,Int32,CUDA,915.9935638308525,10.51331919617951,943.4305332612544,3.0481754239988184
100000,Int32,AK,749.5935773476958,17.345240344293416,775.5440918419138,5.355181807282923
1000000,Int32,KernelForge,908.3135984838009,10.741216745227575,933.896604497537,3.868815596208504
1000000,Int32,CUDA,16434.431076049805,1168.7751692533493,16489.084639199733,3.7185373975935434
1000000,Int32,AK,10433.33113193512,368.84248316287994,10480.712610947608,6.274534227113894
10000000,Int32,KernelForge,6310.96325814724,289.9729476124048,6354.135751890778,13.043333910004183
10000000,Int32,CUDA,460539.74628448486,38648.69369029999,460603.0659088745,4.20893512329919
10000000,Int32,AK,498587.0838165283,7137.809228897095,498656.25613404845,14.148473257569805
