n,type,method,mean_kernel_μs,std_kernel_μs,mean_total_μs,std_total_μs
1000000,Float32,CUDA,64.33839735109359,2.631911194184795,70.7583954812996,0.08673159729706699
1000000,Float32,AK,63.71439958456904,1.3817842287244275,71.25339860439952,0.46776287134022115
1000000,Float32,KernelForge,32.9727990902029,0.15181879192823544,48.00029599769879,1.5256012333197924
1000000,Float32,CUB,NaN,NaN,NaN,NaN
1000000,Float64,CUDA,93.559201923199,2.9331755643943325,99.77670436542294,1.9422096344501736
1000000,Float64,AK,110.43759877793491,5.524763701250777,124.97159800343401,1.342495679699078
1000000,Float64,KernelForge,59.75039675831795,0.6831834849435836,73.70039463491923,3.1186523621010767
1000000,Float64,CUB,NaN,NaN,NaN,NaN
1000000,UnitFloat8→Float32,CUDA,47.59840085171163,2.424345613690093,57.62990016832948,5.854044468584937
1000000,UnitFloat8→Float32,AK,59.030402917414904,1.4161785668693483,66.74240265741759,0.27279727104484036
1000000,UnitFloat8→Float32,KernelForge,43.20320003898814,1.0508676327299327,50.708202275625425,1.0778544648337183
1000000,UnitFloat8→Float32,CUB,NaN,NaN,NaN,NaN
1000000,UInt8,CUDA,41.983998380601406,1.8668906728271395,49.939499093725345,2.9444461098693266
1000000,UInt8,AK,58.22399689350277,1.0959371173521504,65.76499663252199,2.0111490944953165
1000000,UInt8,KernelForge,14.306399680208415,0.4115691830520518,22.23889938104432,1.2757772371925105
1000000,UInt8,CUB,NaN,NaN,NaN,NaN
10000000,Float32,CUDA,255.2263904362917,4.112132010050118,262.1463843039647,1.2120445785306446
10000000,Float32,AK,314.5319991745055,2.5702335289679468,327.22750793594867,5.546386530158519
10000000,Float32,KernelForge,234.77758513763547,8.995239150244743,244.7750861228779,2.205364489128893
10000000,Float32,CUB,NaN,NaN,NaN,NaN
10000000,Float64,CUDA,500.3688158467412,7.449750644154847,508.00681612475216,2.0467308043420136
10000000,Float64,AK,742.1656046062708,8.6204439913854,750.9235987640022,2.3128499794728477
10000000,Float64,KernelForge,473.4719870612025,7.932539968751371,496.88146974297615,3.1201161470727325
10000000,Float64,CUB,NaN,NaN,NaN,NaN
10000000,UnitFloat8→Float32,CUDA,150.83919861353934,1.962958361255005,158.07119808821753,0.7501933419681623
10000000,UnitFloat8→Float32,AK,289.7832076996565,22.58417419390753,302.5261985261217,4.298074463466169
10000000,UnitFloat8→Float32,KernelForge,132.42160202935338,14.41206046496518,140.47809846069293,1.071919299241237
10000000,UnitFloat8→Float32,CUB,NaN,NaN,NaN,NaN
10000000,UInt8,CUDA,160.42800270952284,8.596703225048259,167.69449913832173,1.007416916612976
10000000,UInt8,AK,319.05759824439883,4.058782167267054,330.7670904241055,5.117923168666339
10000000,UInt8,KernelForge,70.50239946693182,1.0627250710967928,80.7439003010802,3.8288152498015915
10000000,UInt8,CUB,NaN,NaN,NaN,NaN
100000000,Float32,CUDA,3329.35843616724,19.306878335773945,3342.3634748141767,1.3854034047240904
100000000,Float32,AK,2858.5256077349186,116.09340023249388,2870.8246574938294,3.328538350847154
100000000,Float32,KernelForge,2219.6480073034763,26.1888181976974,2250.644020560682,6.57364366853985
100000000,Float32,CUB,NaN,NaN,NaN,NaN
100000000,Float64,CUDA,4482.181556522846,30.039948485791683,4491.322989316821,2.2363686889263277
100000000,Float64,AK,7390.953600406647,362.91949421167374,7403.414399234891,1.2304461112260534
100000000,Float64,KernelForge,4568.115249276161,18.370434120297432,4610.641232092619,13.942950592756768
100000000,Float64,CUB,NaN,NaN,NaN,NaN
100000000,UnitFloat8→Float32,CUDA,1271.2320312857628,8.22785404510796,1279.6044793570636,0.9000275078480389
100000000,UnitFloat8→Float32,AK,2591.7936116456985,73.25832646340132,2600.9521184603573,1.8829421472166654
100000000,UnitFloat8→Float32,KernelForge,688.7127878144383,7.296794867143035,696.9242731803208,1.063032226721435
100000000,UnitFloat8→Float32,CUB,NaN,NaN,NaN,NaN
100000000,UInt8,CUDA,1259.4704050570726,11.71017830260098,1267.7898751226662,2.5670872780195695
100000000,UInt8,AK,2800.2431616187096,78.81968943402171,2812.501727287531,3.8659081269699547
100000000,UInt8,KernelForge,865.7663594931364,10.057938331738114,888.8498093352616,4.770899430084457
100000000,UInt8,CUB,NaN,NaN,NaN,NaN
1000000000,Float32,CUDA,NaN,NaN,NaN,NaN
1000000000,Float32,AK,NaN,NaN,NaN,NaN
1000000000,Float32,KernelForge,NaN,NaN,NaN,NaN
1000000000,Float32,CUB,NaN,NaN,NaN,NaN
1000000000,Float64,CUDA,NaN,NaN,NaN,NaN
1000000000,Float64,AK,NaN,NaN,NaN,NaN
1000000000,Float64,KernelForge,NaN,NaN,NaN,NaN
1000000000,Float64,CUB,NaN,NaN,NaN,NaN
1000000000,UnitFloat8→Float32,CUDA,13938.10659646988,649.5603463053703,13952.09532565403,2.5028047305793564
1000000000,UnitFloat8→Float32,AK,27151.27319097519,3077.7648916840553,27162.2501281538,3.491319861052916
1000000000,UnitFloat8→Float32,KernelForge,6166.251376271248,94.32486936450005,6173.868240169168,0.9041878470562894
1000000000,UnitFloat8→Float32,CUB,NaN,NaN,NaN,NaN
1000000000,UInt8,CUDA,13244.792073965073,300.2862609922886,13254.341492048025,1.2315654770469806
1000000000,UInt8,AK,27529.98024225235,39.94537979364395,27540.46634427023,1.9232785801062413
1000000000,UInt8,KernelForge,5854.105576872826,5.541341677308083,5896.175222359061,13.929960937427628
1000000000,UInt8,CUB,NaN,NaN,NaN,NaN
